sample_id,label,cluster_id,legacy_scv_cluster_id,x,y,row_10m,col_10m,source,cv_group,fold_id
NKY_PU_MEANOOB_004852,0,-1,-1,1762485.0,1097635.0,5667,10437,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004852,3
NKY_PU_MEANOOB_004853,0,-1,-1,1687555.0,1097625.0,5668,2944,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004853,1
NKY_PU_MEANOOB_004854,0,-1,-1,1774805.0,1097625.0,5668,11669,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004854,3
NKY_PU_MEANOOB_004855,0,-1,-1,1685105.0,1097615.0,5669,2699,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004855,4
NKY_PU_MEANOOB_004856,0,-1,-1,1727955.0,1097615.0,5669,6984,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004856,0
NKY_PU_MEANOOB_004857,0,-1,-1,1758685.0,1097615.0,5669,10057,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004857,2
NKY_PU_MEANOOB_004858,0,-1,-1,1679875.0,1097605.0,5670,2176,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004858,2
NKY_PU_MEANOOB_004859,0,-1,-1,1716915.0,1097605.0,5670,5880,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004859,2
NKY_PU_MEANOOB_004860,0,-1,-1,1744445.0,1097605.0,5670,8633,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004860,0
NKY_PU_MEANOOB_004861,0,-1,-1,1695505.0,1097585.0,5672,3739,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004861,2
NKY_PU_MEANOOB_004862,0,-1,-1,1736935.0,1097585.0,5672,7882,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004862,4
NKY_PU_MEANOOB_004863,0,-1,-1,1680085.0,1097575.0,5673,2197,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004863,0
NKY_PU_MEANOOB_004864,0,-1,-1,1688965.0,1097575.0,5673,3085,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004864,3
NKY_PU_MEANOOB_004865,0,-1,-1,1719115.0,1097575.0,5673,6100,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004865,0
NKY_PU_MEANOOB_004866,0,-1,-1,1743375.0,1097565.0,5674,8526,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004866,4
NKY_PU_MEANOOB_004867,0,-1,-1,1757415.0,1097565.0,5674,9930,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004867,3
NKY_PU_MEANOOB_004868,0,-1,-1,1706045.0,1097555.0,5675,4793,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004868,1
NKY_PU_MEANOOB_004869,0,-1,-1,1735035.0,1097555.0,5675,7692,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004869,2
NKY_PU_MEANOOB_004870,0,-1,-1,1742765.0,1097555.0,5675,8465,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004870,1
NKY_PU_MEANOOB_004871,0,-1,-1,1682815.0,1097545.0,5676,2470,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004871,4
NKY_PU_MEANOOB_004872,0,-1,-1,1740905.0,1097545.0,5676,8279,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004872,4
NKY_PU_MEANOOB_004873,0,-1,-1,1672135.0,1097525.0,5678,1402,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004873,4
NKY_PU_MEANOOB_004874,0,-1,-1,1770915.0,1097515.0,5679,11280,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004874,1
NKY_PU_MEANOOB_004875,0,-1,-1,1713075.0,1097505.0,5680,5496,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004875,0
NKY_PU_MEANOOB_004876,0,-1,-1,1731995.0,1097505.0,5680,7388,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004876,4
NKY_PU_MEANOOB_004877,0,-1,-1,1668705.0,1097495.0,5681,1059,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004877,2
NKY_PU_MEANOOB_004878,0,-1,-1,1726045.0,1097495.0,5681,6793,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004878,3
NKY_PU_MEANOOB_004879,0,-1,-1,1661105.0,1097485.0,5682,299,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004879,3
NKY_PU_MEANOOB_004880,0,-1,-1,1670145.0,1097475.0,5683,1203,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004880,3
NKY_PU_MEANOOB_004881,0,-1,-1,1757465.0,1097475.0,5683,9935,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004881,3
NKY_PU_MEANOOB_004882,0,-1,-1,1707605.0,1097465.0,5684,4949,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004882,2
NKY_PU_MEANOOB_004883,0,-1,-1,1662685.0,1097455.0,5685,457,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004883,1
NKY_PU_MEANOOB_004884,0,-1,-1,1721975.0,1097455.0,5685,6386,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004884,0
NKY_PU_MEANOOB_004885,0,-1,-1,1699795.0,1097445.0,5686,4168,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004885,2
NKY_PU_MEANOOB_004886,0,-1,-1,1728665.0,1097445.0,5686,7055,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004886,2
NKY_PU_MEANOOB_004887,0,-1,-1,1669515.0,1097435.0,5687,1140,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004887,0
NKY_PU_MEANOOB_004888,0,-1,-1,1696335.0,1097435.0,5687,3822,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004888,1
NKY_PU_MEANOOB_004889,0,-1,-1,1729405.0,1097435.0,5687,7129,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004889,1
NKY_PU_MEANOOB_004890,0,-1,-1,1701085.0,1097425.0,5688,4297,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004890,0
NKY_PU_MEANOOB_004891,0,-1,-1,1720545.0,1097425.0,5688,6243,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004891,4
NKY_PU_MEANOOB_004892,0,-1,-1,1763455.0,1097425.0,5688,10534,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004892,2
NKY_PU_MEANOOB_004893,0,-1,-1,1664725.0,1097415.0,5689,661,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004893,3
NKY_PU_MEANOOB_004894,0,-1,-1,1662445.0,1097405.0,5690,433,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004894,1
NKY_PU_MEANOOB_004895,0,-1,-1,1672075.0,1097395.0,5691,1396,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004895,2
NKY_PU_MEANOOB_004896,0,-1,-1,1683175.0,1097395.0,5691,2506,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004896,1
NKY_PU_MEANOOB_004897,0,-1,-1,1729655.0,1097395.0,5691,7154,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004897,1
NKY_PU_MEANOOB_004898,0,-1,-1,1767925.0,1097395.0,5691,10981,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004898,0
NKY_PU_MEANOOB_004899,0,-1,-1,1687985.0,1097375.0,5693,2987,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004899,1
NKY_PU_MEANOOB_004900,0,-1,-1,1721065.0,1097375.0,5693,6295,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004900,3
NKY_PU_MEANOOB_004901,0,-1,-1,1745295.0,1097375.0,5693,8718,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004901,0
NKY_PU_MEANOOB_004902,0,-1,-1,1753625.0,1097375.0,5693,9551,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004902,3
NKY_PU_MEANOOB_004903,0,-1,-1,1770735.0,1097375.0,5693,11262,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004903,0
NKY_PU_MEANOOB_004904,0,-1,-1,1674255.0,1097365.0,5694,1614,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004904,0
NKY_PU_MEANOOB_004905,0,-1,-1,1718905.0,1097365.0,5694,6079,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004905,1
NKY_PU_MEANOOB_004906,0,-1,-1,1745435.0,1097365.0,5694,8732,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004906,4
NKY_PU_MEANOOB_004907,0,-1,-1,1669455.0,1097355.0,5695,1134,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004907,0
NKY_PU_MEANOOB_004908,0,-1,-1,1700005.0,1097355.0,5695,4189,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004908,2
NKY_PU_MEANOOB_004909,0,-1,-1,1701275.0,1097355.0,5695,4316,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004909,3
NKY_PU_MEANOOB_004910,0,-1,-1,1731035.0,1097345.0,5696,7292,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004910,4
NKY_PU_MEANOOB_004911,0,-1,-1,1688595.0,1097335.0,5697,3048,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004911,4
NKY_PU_MEANOOB_004912,0,-1,-1,1742145.0,1097335.0,5697,8403,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004912,0
NKY_PU_MEANOOB_004913,0,-1,-1,1660555.0,1097325.0,5698,244,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004913,2
NKY_PU_MEANOOB_004914,0,-1,-1,1729775.0,1097325.0,5698,7166,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004914,3
NKY_PU_MEANOOB_004915,0,-1,-1,1768205.0,1097325.0,5698,11009,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004915,4
NKY_PU_MEANOOB_004916,0,-1,-1,1769445.0,1097325.0,5698,11133,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004916,3
NKY_PU_MEANOOB_004917,0,-1,-1,1682765.0,1097315.0,5699,2465,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004917,4
NKY_PU_MEANOOB_004918,0,-1,-1,1721115.0,1097315.0,5699,6300,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004918,0
NKY_PU_MEANOOB_004919,0,-1,-1,1682955.0,1097295.0,5701,2484,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004919,0
NKY_PU_MEANOOB_004920,0,-1,-1,1694315.0,1097295.0,5701,3620,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004920,1
NKY_PU_MEANOOB_004921,0,-1,-1,1709505.0,1097295.0,5701,5139,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004921,2
NKY_PU_MEANOOB_004922,0,-1,-1,1718145.0,1097295.0,5701,6003,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004922,2
NKY_PU_MEANOOB_004923,0,-1,-1,1686495.0,1097285.0,5702,2838,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004923,1
NKY_PU_MEANOOB_004924,0,-1,-1,1712115.0,1097275.0,5703,5400,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004924,2
NKY_PU_MEANOOB_004925,0,-1,-1,1754565.0,1097275.0,5703,9645,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004925,2
NKY_PU_MEANOOB_004926,0,-1,-1,1691365.0,1097265.0,5704,3325,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004926,3
NKY_PU_MEANOOB_004927,0,-1,-1,1714835.0,1097265.0,5704,5672,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004927,0
NKY_PU_MEANOOB_004928,0,-1,-1,1719885.0,1097255.0,5705,6177,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004928,3
NKY_PU_MEANOOB_004929,0,-1,-1,1760635.0,1097255.0,5705,10252,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004929,3
NKY_PU_MEANOOB_004930,0,-1,-1,1773075.0,1097255.0,5705,11496,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004930,1
NKY_PU_MEANOOB_004931,0,-1,-1,1663505.0,1097245.0,5706,539,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004931,1
NKY_PU_MEANOOB_004932,0,-1,-1,1707625.0,1097225.0,5708,4951,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004932,1
NKY_PU_MEANOOB_004933,0,-1,-1,1739045.0,1097225.0,5708,8093,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004933,0
NKY_PU_MEANOOB_004934,0,-1,-1,1675345.0,1097215.0,5709,1723,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004934,1
NKY_PU_MEANOOB_004935,0,-1,-1,1706955.0,1097215.0,5709,4884,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004935,1
NKY_PU_MEANOOB_004936,0,-1,-1,1765845.0,1097215.0,5709,10773,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004936,1
NKY_PU_MEANOOB_004937,0,-1,-1,1684135.0,1097205.0,5710,2602,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004937,2
NKY_PU_MEANOOB_004938,0,-1,-1,1697675.0,1097205.0,5710,3956,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004938,0
NKY_PU_MEANOOB_004939,0,-1,-1,1726995.0,1097205.0,5710,6888,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004939,0
NKY_PU_MEANOOB_004940,0,-1,-1,1775495.0,1097205.0,5710,11738,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004940,3
NKY_PU_MEANOOB_004941,0,-1,-1,1707595.0,1097195.0,5711,4948,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004941,4
NKY_PU_MEANOOB_004942,0,-1,-1,1723205.0,1097195.0,5711,6509,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004942,3
NKY_PU_MEANOOB_004943,0,-1,-1,1730195.0,1097195.0,5711,7208,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004943,3
NKY_PU_MEANOOB_004944,0,-1,-1,1768795.0,1097195.0,5711,11068,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004944,4
NKY_PU_MEANOOB_004945,0,-1,-1,1776055.0,1097185.0,5712,11794,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004945,3
NKY_PU_MEANOOB_004946,0,-1,-1,1754025.0,1097165.0,5714,9591,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004946,4
NKY_PU_MEANOOB_004947,0,-1,-1,1725655.0,1097135.0,5717,6754,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004947,2
NKY_PU_MEANOOB_004948,0,-1,-1,1724975.0,1097125.0,5718,6686,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004948,3
NKY_PU_MEANOOB_004949,0,-1,-1,1734075.0,1097125.0,5718,7596,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004949,3
NKY_PU_MEANOOB_004950,0,-1,-1,1759725.0,1097125.0,5718,10161,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004950,1
NKY_PU_MEANOOB_004951,0,-1,-1,1767195.0,1097115.0,5719,10908,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004951,3
NKY_PU_MEANOOB_004952,0,-1,-1,1767405.0,1097105.0,5720,10929,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004952,0
NKY_PU_MEANOOB_004953,0,-1,-1,1740575.0,1097095.0,5721,8246,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004953,4
NKY_PU_MEANOOB_004954,0,-1,-1,1752705.0,1097095.0,5721,9459,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004954,0
NKY_PU_MEANOOB_004955,0,-1,-1,1770845.0,1097095.0,5721,11273,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004955,3
NKY_PU_MEANOOB_004956,0,-1,-1,1661875.0,1097085.0,5722,376,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004956,4
NKY_PU_MEANOOB_004957,0,-1,-1,1678485.0,1097085.0,5722,2037,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004957,0
NKY_PU_MEANOOB_004958,0,-1,-1,1752965.0,1097085.0,5722,9485,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004958,1
NKY_PU_MEANOOB_004959,0,-1,-1,1714515.0,1097075.0,5723,5640,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004959,0
NKY_PU_MEANOOB_004960,0,-1,-1,1701665.0,1097065.0,5724,4355,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004960,2
NKY_PU_MEANOOB_004961,0,-1,-1,1672575.0,1097055.0,5725,1446,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004961,1
NKY_PU_MEANOOB_004962,0,-1,-1,1759645.0,1097055.0,5725,10153,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004962,4
NKY_PU_MEANOOB_004963,0,-1,-1,1772655.0,1097045.0,5726,11454,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004963,3
NKY_PU_MEANOOB_004964,0,-1,-1,1682765.0,1097035.0,5727,2465,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004964,2
NKY_PU_MEANOOB_004965,0,-1,-1,1765775.0,1097035.0,5727,10766,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004965,2
NKY_PU_MEANOOB_004966,0,-1,-1,1690675.0,1097025.0,5728,3256,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004966,0
NKY_PU_MEANOOB_004967,0,-1,-1,1693275.0,1097025.0,5728,3516,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004967,1
NKY_PU_MEANOOB_004968,0,-1,-1,1732585.0,1097025.0,5728,7447,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004968,4
NKY_PU_MEANOOB_004969,0,-1,-1,1756065.0,1097025.0,5728,9795,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004969,1
NKY_PU_MEANOOB_004970,0,-1,-1,1756975.0,1097025.0,5728,9886,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004970,2
NKY_PU_MEANOOB_004971,0,-1,-1,1744735.0,1097015.0,5729,8662,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004971,1
NKY_PU_MEANOOB_004972,0,-1,-1,1773995.0,1097015.0,5729,11588,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004972,1
NKY_PU_MEANOOB_004973,0,-1,-1,1775495.0,1097015.0,5729,11738,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004973,2
NKY_PU_MEANOOB_004974,0,-1,-1,1673165.0,1097005.0,5730,1505,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004974,2
NKY_PU_MEANOOB_004975,0,-1,-1,1700745.0,1097005.0,5730,4263,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004975,3
NKY_PU_MEANOOB_004976,0,-1,-1,1765325.0,1097005.0,5730,10721,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004976,0
NKY_PU_MEANOOB_004977,0,-1,-1,1735245.0,1096985.0,5732,7713,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004977,0
NKY_PU_MEANOOB_004978,0,-1,-1,1772965.0,1096985.0,5732,11485,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004978,2
NKY_PU_MEANOOB_004979,0,-1,-1,1664405.0,1096965.0,5734,629,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004979,4
NKY_PU_MEANOOB_004980,0,-1,-1,1696405.0,1096965.0,5734,3829,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004980,4
NKY_PU_MEANOOB_004981,0,-1,-1,1696635.0,1096965.0,5734,3852,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004981,4
NKY_PU_MEANOOB_004982,0,-1,-1,1682565.0,1096955.0,5735,2445,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004982,2
NKY_PU_MEANOOB_004983,0,-1,-1,1713305.0,1096945.0,5736,5519,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004983,3
NKY_PU_MEANOOB_004984,0,-1,-1,1742445.0,1096915.0,5739,8433,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004984,0
NKY_PU_MEANOOB_004985,0,-1,-1,1670165.0,1096905.0,5740,1205,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004985,2
NKY_PU_MEANOOB_004986,0,-1,-1,1701015.0,1096905.0,5740,4290,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004986,4
NKY_PU_MEANOOB_004987,0,-1,-1,1710195.0,1096905.0,5740,5208,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004987,2
NKY_PU_MEANOOB_004988,0,-1,-1,1694545.0,1096895.0,5741,3643,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004988,4
NKY_PU_MEANOOB_004989,0,-1,-1,1708355.0,1096895.0,5741,5024,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004989,3
NKY_PU_MEANOOB_004990,0,-1,-1,1728365.0,1096895.0,5741,7025,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004990,3
NKY_PU_MEANOOB_004991,0,-1,-1,1721285.0,1096885.0,5742,6317,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004991,0
NKY_PU_MEANOOB_004992,0,-1,-1,1730145.0,1096885.0,5742,7203,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004992,3
NKY_PU_MEANOOB_004993,0,-1,-1,1735205.0,1096885.0,5742,7709,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004993,4
NKY_PU_MEANOOB_004994,0,-1,-1,1727145.0,1096875.0,5743,6903,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004994,2
NKY_PU_MEANOOB_004995,0,-1,-1,1761385.0,1096875.0,5743,10327,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004995,1
NKY_PU_MEANOOB_004996,0,-1,-1,1669335.0,1096865.0,5744,1122,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004996,2
NKY_PU_MEANOOB_004997,0,-1,-1,1711145.0,1096865.0,5744,5303,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004997,0
NKY_PU_MEANOOB_004998,0,-1,-1,1713425.0,1096865.0,5744,5531,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004998,2
NKY_PU_MEANOOB_004999,0,-1,-1,1724985.0,1096865.0,5744,6687,pu_mean_oob_random_negative,NKY_PU_MEANOOB_004999,1
NKY_PU_MEANOOB_005000,0,-1,-1,1681295.0,1096855.0,5745,2318,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005000,4
NKY_PU_MEANOOB_005001,0,-1,-1,1713545.0,1096855.0,5745,5543,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005001,3
NKY_PU_MEANOOB_005002,0,-1,-1,1760135.0,1096845.0,5746,10202,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005002,1
NKY_PU_MEANOOB_005003,0,-1,-1,1758635.0,1096835.0,5747,10052,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005003,0
NKY_PU_MEANOOB_005004,0,-1,-1,1686525.0,1096825.0,5748,2841,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005004,0
NKY_PU_MEANOOB_005005,0,-1,-1,1766985.0,1096825.0,5748,10887,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005005,2
NKY_PU_MEANOOB_005006,0,-1,-1,1776685.0,1096825.0,5748,11857,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005006,3
NKY_PU_MEANOOB_005007,0,-1,-1,1676275.0,1096815.0,5749,1816,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005007,3
NKY_PU_MEANOOB_005008,0,-1,-1,1717225.0,1096815.0,5749,5911,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005008,4
NKY_PU_MEANOOB_005009,0,-1,-1,1674205.0,1096805.0,5750,1609,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005009,4
NKY_PU_MEANOOB_005010,0,-1,-1,1725745.0,1096805.0,5750,6763,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005010,0
NKY_PU_MEANOOB_005011,0,-1,-1,1668785.0,1096795.0,5751,1067,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005011,1
NKY_PU_MEANOOB_005012,0,-1,-1,1704085.0,1096795.0,5751,4597,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005012,3
NKY_PU_MEANOOB_005013,0,-1,-1,1730645.0,1096795.0,5751,7253,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005013,3
NKY_PU_MEANOOB_005014,0,-1,-1,1675425.0,1096785.0,5752,1731,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005014,3
NKY_PU_MEANOOB_005015,0,-1,-1,1681025.0,1096785.0,5752,2291,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005015,4
NKY_PU_MEANOOB_005016,0,-1,-1,1685945.0,1096785.0,5752,2783,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005016,3
NKY_PU_MEANOOB_005017,0,-1,-1,1706305.0,1096785.0,5752,4819,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005017,1
NKY_PU_MEANOOB_005018,0,-1,-1,1701785.0,1096775.0,5753,4367,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005018,0
NKY_PU_MEANOOB_005019,0,-1,-1,1672845.0,1096765.0,5754,1473,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005019,3
NKY_PU_MEANOOB_005020,0,-1,-1,1676195.0,1096765.0,5754,1808,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005020,0
NKY_PU_MEANOOB_005021,0,-1,-1,1746885.0,1096765.0,5754,8877,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005021,1
NKY_PU_MEANOOB_005022,0,-1,-1,1750575.0,1096765.0,5754,9246,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005022,1
NKY_PU_MEANOOB_005023,0,-1,-1,1757725.0,1096765.0,5754,9961,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005023,4
NKY_PU_MEANOOB_005024,0,-1,-1,1733565.0,1096755.0,5755,7545,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005024,4
NKY_PU_MEANOOB_005025,0,-1,-1,1759405.0,1096755.0,5755,10129,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005025,2
NKY_PU_MEANOOB_005026,0,-1,-1,1680935.0,1096745.0,5756,2282,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005026,2
NKY_PU_MEANOOB_005027,0,-1,-1,1749395.0,1096745.0,5756,9128,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005027,3
NKY_PU_MEANOOB_005028,0,-1,-1,1690795.0,1096735.0,5757,3268,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005028,2
NKY_PU_MEANOOB_005029,0,-1,-1,1755755.0,1096735.0,5757,9764,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005029,4
NKY_PU_MEANOOB_005030,0,-1,-1,1712335.0,1096715.0,5759,5422,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005030,3
NKY_PU_MEANOOB_005031,0,-1,-1,1726205.0,1096715.0,5759,6809,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005031,0
NKY_PU_MEANOOB_005032,0,-1,-1,1742335.0,1096715.0,5759,8422,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005032,3
NKY_PU_MEANOOB_005033,0,-1,-1,1748255.0,1096715.0,5759,9014,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005033,4
NKY_PU_MEANOOB_005034,0,-1,-1,1666505.0,1096705.0,5760,839,pu_mean_oob_random_negative,NKY_PU_MEANOOB_005034,2
